,INDEX,ID,Nickname,commentCount,playCount,shareCount,url,neg,neu,pos,containsMisinformation,Desc,Unigram_Score,Bigram_Score
330,496,6.95e+18,Dontavion,14900,6500000,45800,https://www.tiktok.com/@dxxnta/video/6948817395284806918,0.251,0.599,0.15,0,aint wasnt dangerous frfr fyp dejavu vaccine,0.2857142857142857,0.0
331,497,6.9e+18,My real name is Karen,16700,8200000,63800,https://www.tiktok.com/@grammaglam/video/6904847400897154309,0.0,0.7,0.3,0,going vaccine coronavirus vaccine,0.6666666666666666,0.0
332,498,6.9e+18,Jamal DA Boss Ford,19600,17300000,297000,https://www.tiktok.com/@jamaldabossford/video/6902432401344056582,0.241,0.759,0.0,1,covid vaccine sideeffectsmayinclude covidsurvivor jamaldabossford comedy,0.16666666666666666,0.0
333,499,7.02e+18,Heath,17700,7900000,129800,https://www.tiktok.com/@heath.hartley/video/7018763293657435397,0.0,0.828,0.172,0,vaccine got acting vaccination vaccine fyp foryou vax,0.2857142857142857,0.0
334,500,6.95e+18,Jay Tailor,10000,9800000,69600,https://www.tiktok.com/@jaytail0r/video/6949676433853664518,0.369,0.631,0.0,1,sheeshh fyp funny vaccine cryp air pods j u p viral,0.2727272727272727,0.0
335,501,7e+18,Kendahl Landreth,7997,7000000,60200,https://www.tiktok.com/@kendahllandreth/video/7000525382315232517,0.0,1.0,0.0,0,reenactment mom darla argues conservative neighbor chewy chatty pets comedy vaccine antivaxx character parentsoftiktok,0.21428571428571427,0.0
336,502,6.91e+18,ARSeaniiy Kashanian,12100,5100000,4700,https://www.tiktok.com/@seaniiiy/video/6914780292670688517,0.0,0.721,0.279,0,know science vaccine plants,0.5,0.0
337,503,6.98e+18,Dr. Shawn Carbonell,19600,16400000,68400,https://www.tiktok.com/@brainsurgerydropout/video/6980269195791453445,0.0,1.0,0.0,1,reply automaticwerewolfhottub month antibody data c v vaccine stem learn tik tok tik tok partner,0.3076923076923077,0.0
338,504,7.01e+18,D Piddy,9101,5400000,57500,https://www.tiktok.com/@blackkout___/video/7009440832839322885,0.0,1.0,0.0,0,stitch thetylerbrooks bad person socialcommentary covid covidvaccine vaccine,0.25,0.0
339,505,6.89e+18,Alexandra Kopko (She/Her),9231,5800000,30000,https://www.tiktok.com/@alexandrawideeyes/video/6893213082131238150,0.328,0.672,0.0,0,vaccine biden antivaxxer yikes politics republican democrat vaccinateyourkids motivation monday fyp election notreadytodie trending,0.42857142857142855,0.0
340,506,6.94e+18,hotvickkrishna,16300,7600000,171100,https://www.tiktok.com/@hotvickkrishna/video/6937457241968643334,0.0,0.75,0.25,0,mrna vaccine works fyp comedy skit covid mrna coronavirus vaccine howitworks,0.4444444444444444,0.0
341,507,7e+18,Sarah Piper,15700,7900000,58300,https://www.tiktok.com/@chknlip/video/7001945734031428869,0.0,1.0,0.0,1,vaccine employer covid notthistime maybenexttime fyp fyp talk curly,0.25,0.0
342,508,7.01e+18,Isabella Avila,8508,6100000,15700,https://www.tiktok.com/@onlyjayus/video/7006415606186642694,0.116,0.884,0.0,0,body hacksfyp bodyhacks lifehacks hacks body humanbody human biohacks medical science health period vaccine guys theboys onlyjayus,0.375,0.0
343,509,6.96e+18,Tyler Regan,6397,5400000,43600,https://www.tiktok.com/@tylerregan/video/6964834064369028358,0.0,1.0,0.0,0,problem vaccine health id,0.75,0.0
344,510,7.02e+18,The Daily Wire,10100,8400000,35100,https://www.tiktok.com/@benshapirotv/video/7020607517902327045,0.0,1.0,0.0,0,shapiro reacts woke tiktoks republican democrat biden trump conservative foryou trans woke fyp transgender vaccine covid mask,0.3125,0.0
345,511,6.97e+18,Oat_Mylk,17800,7100000,27900,https://www.tiktok.com/@oat_mylk/video/6974505940838092037,0.0,1.0,0.0,1,love people working lines like wtf covid vaccine ol switcheroo fyp,0.2727272727272727,0.0
346,512,6.97e+18,Scott Westwood,1663,5500000,3124,https://www.tiktok.com/@kazascoot/video/6973988607866539265,0.109,0.891,0.0,0,jonas salk theoffice comedy joke tv vaccine,0.2857142857142857,0.0
347,513,6.95e+18,🧟‍♀️,0,4000000,28000,https://www.tiktok.com/@cattivalupa_/video/6950808032188108038,0.0,0.576,0.424,1,welp rip greenscreenvideo vaccine johnsonandjohnsonvaccine,0.2,0.0
348,514,6.91e+18,Joe.,5691,4500000,13100,https://www.tiktok.com/@constantijoeple/video/6906592131738094853,0.0,1.0,0.0,1,listen vaccine microchip covid covid pandemic,0.6,0.0
349,515,6.9e+18,Vivi.Karkasi,20000,18800000,193300,https://www.tiktok.com/@vivi.karkasi/video/6901291459052440834,0.618,0.382,0.0,1,covid vaccine fyp,0.3333333333333333,0.0
350,516,6.98e+18,Celeste Barber,12400,14600000,55500,https://www.tiktok.com/@celestebarber/video/6984012152780754178,0.333,0.545,0.121,0,celestebarber foryou foryoupage fyp vaccine,0.2,0.0
351,517,6.97e+18,Jay built different,2198,7100000,1762,https://www.tiktok.com/@jaytooofit/video/6966026468845505797,0.0,0.4,0.6,0,like vaccine nurse wow biceps fyp foryou funny,0.25,0.0
352,518,6.99e+18,Moayad Jamhor,10900,14900000,3829,https://www.tiktok.com/@dr.moayadjamhor/video/6987757486925286657,0.0,1.0,0.0,0,cat vaccinated vs dog vaccinated follow animallover vet cute vaccine foryoupage fyp animalsoftiktok angrycat,0.15384615384615385,0.0
353,519,6.96e+18,Marco Lanzoni Larra,4972,7100000,6744,https://www.tiktok.com/@marcolanzonilarra/video/6956300701588901126,0.0,1.0,0.0,0,makingof parodia de la intro de pixar animation covid vaccine stopmotion fyp,0.09090909090909091,0.09090909090909091
354,520,6.87e+18,Samuel Isaiah Hunter,15200,6600000,175400,https://www.tiktok.com/@samuelihunter/video/6872507594565520645,0.0,1.0,0.0,1,hdheisbehene covid vaccine pandemic zombies doctors,0.5,0.0
355,521,6.91e+18,Emily Senn,14000,4000000,112300,https://www.tiktok.com/@emilyesenn/video/6905526562477624582,0.0,0.865,0.135,0,greenscreen candy breakfast soo vaccine science drfauci pfizervaccine pfizer coronavirus parody theatrekid fyp covid,0.21428571428571427,0.0
356,522,6.95e+18,Deep Roy,9888,3400000,13000,https://www.tiktok.com/@realdeeproy/video/6951591109789338886,0.0,0.533,0.467,0,got covid vaccine travel stay safe covid vaccine vaccine affect want chocolate,0.3333333333333333,0.0
357,523,6.99e+18,Arjun Banerjee,10400,4100000,7700,https://www.tiktok.com/@arjunbanerjeecomedy/video/6990873389472763141,0.107,0.661,0.231,0,standup standupcomedy standupcomedian funny joke vaccine crowdwork antivaxxersarewrong,0.25,0.0
358,524,6.93e+18,Emily Skilling,9907,3800000,114200,https://www.tiktok.com/@emskilling/video/6927331594348793094,0.0,1.0,0.0,0,disclaimer worked previously wasnt saying stranger fyp funny vaccine gaming setup,0.36363636363636365,0.0
359,525,7.01e+18,Sam Hovanec,45100,4500000,33000,https://www.tiktok.com/@realsammythekid/video/7007567293144239365,0.0,1.0,0.0,1,today day standup sayno standwithus endthemandates endthemasks real meals america foryou foryoupage foryourpage fyp foryoupageofficiall covid vaccine foryoupageofficiall fyp foryourpages foryourepage trending trendingsong trendingvideo fightcovid fight,0.08333333333333333,0.0
360,526,6.95e+18,cbsnews,22800,9200000,278000,https://www.tiktok.com/@cbsnews/video/6950638201853791494,0.516,0.484,0.0,0,fda cdc recommended pausing johnson johnson covid vaccine distribution review blood clot cases news coronavirus vaccine,0.5,0.0
361,527,6.98e+18,Mel<3,3724,8100000,7012,https://www.tiktok.com/@melanyvelezz/video/6982957148913339654,0.233,0.613,0.153,1,todo es color de rosas jdjdjd trending vaccine,0.125,0.0
362,528,7.01e+18,jada ☠️,13000,3000000,15500,https://www.tiktok.com/@1lov3emos/video/7005704930585562374,0.0,1.0,0.0,0,fyp seconds light work lifeisgooddance vaccine covid lgbtq antivaxx antivaxxer joke,0.2727272727272727,0.0
363,529,6.96e+18,🎀abby🎀,32500,3500000,28000,https://www.tiktok.com/@ithinkimabby/video/6964170499257568517,0.255,0.745,0.0,1,apparently happening inverted covid vaccine pfizer pfizervaccine fyp tostitos unspoken bonds spotlight p,0.07692307692307693,0.0
364,530,6.92e+18,Steveioe,12900,4900000,69300,https://www.tiktok.com/@steveioe/video/6918089334591638790,0.0,1.0,0.0,0,thoughts er vaccine covid covid sick second nd mufkr fantastic agree disagree thoughts rant spread project group fine,0.1875,0.0
365,531,6.95e+18,Andy Jiang,1495,4000000,1956,https://www.tiktok.com/@andyyjiang/video/6954390797894618373,0.0,0.682,0.318,0,india crime wholesome vaccine,0.5,0.0
366,532,6.95e+18,Chelsea Handler,17900,3500000,3538,https://www.tiktok.com/@chelseahandler/video/6952648131762736389,0.342,0.658,0.0,0,dont dick vaccine,0.3333333333333333,0.0
367,533,6.9e+18,oh,6405,3000000,20800,https://www.tiktok.com/@vicksvaporubitonme/video/6895764633081171206,0.0,1.0,0.0,0,got taken harrassment bullying im reposting thats total bs fyp duet covid foryou vaccine,0.07142857142857142,0.0
368,534,7e+18,Debunktion Junction,14200,5400000,68800,https://www.tiktok.com/@debunktionjunction/video/7002274482236738821,0.0,0.694,0.306,0,doctors antivaxx movement covid covid vaccine truth facts fyp foryoupage,0.3333333333333333,0.0
369,535,6.95e+18,Laleh,1727,4400000,825,https://www.tiktok.com/@inamotherworld/video/6951469657287068933,0.202,0.798,0.0,1,happened minutes minute waiting period relatablemom vaccine antibodies reallifemomprobs momlife reallifemom vaccinecheck,0.3333333333333333,0.0
370,536,7e+18,Caitlin Reilly,0,3200000,26800,https://www.tiktok.com/@itscaitlinhello/video/6995214437728734469,0.0,1.0,0.0,0,im unfallowing yew fyp foryou foryoupage sync mi vaccine digitalmakeup,0.1,0.0
371,537,6.94e+18,Gabby Lamb,3193,4100000,6331,https://www.tiktok.com/@gabbylamby/video/6940796888916479238,0.0,1.0,0.0,1,got vaccinated today lovely day fyp vaccine vaxxed vaccinated fillers lipfiller injections uhoh fyp,0.25,0.0
372,538,6.91e+18,100k____🚗💨____75k,8336,5800000,44800,https://www.tiktok.com/@2001_toyota_corolla/video/6905872328660421894,0.0,1.0,0.0,1,people cant joke fyp foryou viral xyba vaccine grandma,0.4444444444444444,0.0
373,539,6.99e+18,Jason Arena,74200,5400000,144500,https://www.tiktok.com/@speakthetruth101/video/6992891922859740422,0.521,0.479,0.0,0,teamof tomorrow covid vaccine antivaccine hypocrisy foryou bullshit,0.25,0.0
374,540,6.97e+18,Zena,17300,4800000,39900,https://www.tiktok.com/@vincenzena/video/6971523117269273862,0.0,1.0,0.0,1,free marketing vaccine stg fyp xyzbca vaccine pfizer cscaraface covidvaccine pfizervaccine moderna,0.2727272727272727,0.0
375,541,6.95e+18,Marz,21300,6500000,13900,https://www.tiktok.com/@marzisblue/video/6949645685083983110,0.0,1.0,0.0,1,scar wth vaccine gave kids covid vaccine fyp,0.2857142857142857,0.0
376,542,6.94e+18,"Hi, I’m Yanira!",5305,3700000,27100,https://www.tiktok.com/@happymom_0612/video/6935599625613135109,0.0,1.0,0.0,1,color customizer greenscreen humor comedy funny parody science whenwomenwin covidvaccine johnsonandjohnson vaccine,0.16666666666666666,0.0
377,543,7e+18,hotvickkrishna,9770,4200000,58000,https://www.tiktok.com/@hotvickkrishna/video/6999819088843312389,0.0,1.0,0.0,0,covid youre vaccinated covid vaccine deltavariant covid vaccinated coronavirus learnontiktok fyp,0.375,0.0
378,544,6.99e+18,Trtto.sg,8606,5800000,10600,https://www.tiktok.com/@trtto.sg/video/6991734610958814490,0.161,0.839,0.0,0,trungquoc dancer vaccine foryou fyp,0.2,0.0
379,545,6.91e+18,Patrick Loller,10300,3800000,48300,https://www.tiktok.com/@patrickloller/video/6905823896537140485,0.176,0.824,0.0,0,trust youll fine vaccine vaccinecoronavirus notgettingthevaccine covid veteran medic,0.2222222222222222,0.0
380,546,7.01e+18,Frank,5873,6200000,90400,https://www.tiktok.com/@haloisgod5944/video/7005026194693459205,0.0,1.0,0.0,1,joke support vaccine want choice viralvideo covid cdc vaccine c v fyp,0.36363636363636365,0.0
381,547,6.92e+18,Grace,15500,2400000,27700,https://www.tiktok.com/@gkbarry/video/6915799640273210625,0.0,0.5,0.5,0,fyp vaccine royalfamily pls offence scream,0.16666666666666666,0.0
382,548,6.91e+18,Chelsea Hart,8693,3600000,27300,https://www.tiktok.com/@chelseahartisme/video/6906962296048848130,0.0,0.573,0.427,0,reply timeforthekings hahahahaha science vaccines learnontiktok funny comedy lol h v funfacts vaccine,0.23076923076923078,0.0
383,549,6.98e+18,Soz,7099,4800000,6870,https://www.tiktok.com/@wizard_of_soz/video/6976662477241175302,0.527,0.473,0.0,0,yes real virginia masks covid laws maskoff vaccine funny comedy,0.3,0.0
384,550,7e+18,Debunktion Junction,14800,4000000,33100,https://www.tiktok.com/@debunktionjunction/video/6995335988922928389,0.0,1.0,0.0,0,covid killing st responders g doesnt care covid mask vaccine facts truth foryou foruoupage fyp,0.21428571428571427,0.0
385,551,6.97e+18,James Donnelly,5689,2800000,40300,https://www.tiktok.com/@rodmanandme/video/6968958579747425542,0.0,1.0,0.0,0,woke thinking vaccine magnet nickelback music,0.3333333333333333,0.0
386,552,7e+18,Terry Legree,2629,3100000,11600,https://www.tiktok.com/@terryl_24/video/6997510144905006342,0.216,0.784,0.0,0,c n acnanurselifehealthcarecovidvaccine c aduetsfunnyfyp nursinghomehospitalcnastruggles eat fresh refresh,0.0,0.0
387,553,6.97e+18,MILITARY_TUBE,1338,20600000,2601,https://www.tiktok.com/@military_tube/video/6971639229885500677,0.0,1.0,0.0,0,precision key fyp viral trending construction vaccine,0.2857142857142857,0.0
388,554,6.9e+18,poncecarlos1,7357,7500000,60600,https://www.tiktok.com/@poncecarlos11/video/6902218431404248326,0.0,1.0,0.0,1,regresando de la vacuna del covid got vaccine virus coronavirus fy fyp parati paratupagina,0.21428571428571427,0.15384615384615385
389,555,6.97e+18,Wizard,4320,9300000,516,https://www.tiktok.com/@detailgifts/video/6972215585547488518,0.0,0.848,0.152,0,vaccinate vaccinate sample icecreamsample icecream vaccine covid,0.3333333333333333,0.0
390,556,6.92e+18,Norma Carr812,14500,2300000,13700,https://www.tiktok.com/@normacarr1/video/6924325188091858181,0.128,0.872,0.0,0,covid ndvaccine vaccine covid,0.3333333333333333,0.0
391,557,7.01e+18,Nurse Tough Love,33300,3900000,33400,https://www.tiktok.com/@nurse_toughlove/video/7013729575322668294,0.0,0.815,0.185,0,sad vaccine decreasessymptoms fypage,0.25,0.0
392,558,6.98e+18,Estadão,4019,4000000,13100,https://www.tiktok.com/@estadao/video/6979026859891674374,0.0,0.704,0.296,0,ovacionada pela galera essa merece todas homenagens vaccine tennis tiktoknot cias,0.09090909090909091,0.0
393,559,6.97e+18,Logan Hemphill,3816,2700000,11300,https://www.tiktok.com/@loganhemphill/video/6966005719212559622,0.0,1.0,0.0,0,yall got vaccines got dose fertilizer stuffmystudentssay elementaryteacher vaccine,0.25,0.0
394,560,6.92e+18,Mhido92,9038,19900000,138100,https://www.tiktok.com/@mhido92/video/6924402665774484737,0.0,1.0,0.0,0,vaccine coronavirus,1.0,0.0
395,561,6.96e+18,@LukeElsman,2565,7000000,16200,https://www.tiktok.com/@lukeelsman/video/6963696693435043078,0.0,1.0,0.0,0,fyp u fit trend workout funny fitness vaccine,0.25,0.0
396,562,7e+18,Kat she/her,12900,5600000,18700,https://www.tiktok.com/@katnaps5/video/6998601328092007686,0.0,1.0,0.0,0,twitter credit qasimrashid covidvaccine vaccine covid getvacinated,0.2857142857142857,0.0
397,563,6.95e+18,Alina Bock,2816,3100000,3158,https://www.tiktok.com/@alina_bock/video/6949332264211729669,0.0,1.0,0.0,0,vaccine wrestlemania ecohacks comedy,0.25,0.0
398,564,6.96e+18,des🧝🏾‍♀️,2707,2400000,3813,https://www.tiktok.com/@cryybabyybihh/video/6958960905140980997,0.0,1.0,0.0,0,vaccine,1.0,0.0
399,565,6.99e+18,Donald's Funny Moments,17000,7900000,17300,https://www.tiktok.com/@donald_idiot/video/6990090883035155717,0.0,1.0,0.0,0,donald trump recommend donaldtrump vaccine,0.4,0.25
400,566,7.01e+18,Gotyour6,36900,5400000,16800,https://www.tiktok.com/@wegotur6/video/7006093591651060998,0.2,0.8,0.0,1,stand glow seconds light work biden micro rave roni covid vaccine,0.36363636363636365,0.0
401,567,6.98e+18,Caitlin Palmisano,7357,2500000,20600,https://www.tiktok.com/@caitlinstreisand/video/6982083354426428677,0.0,1.0,0.0,0,greenscreen pfizer vaccine tiddle,0.25,0.0
402,568,7e+18,AJ,3183,2700000,3603,https://www.tiktok.com/@medquestions/video/6997548029632990470,0.0,1.0,0.0,0,ones hilarious medicine medschool vaccine eat fresh refresh c aduets fyp,0.18181818181818182,0.0
403,569,7.02e+18,Rosie Josie,5527,3000000,4987,https://www.tiktok.com/@gucci___cucci/video/7021982485693140229,0.0,1.0,0.0,0,ill woods thank u covid army fyp covid vaccine disease armytiktok,0.4,0.0
404,570,6.94e+18,Carson York,6813,2700000,10300,https://www.tiktok.com/@carsonyork/video/6942949881216617734,0.0,1.0,0.0,0,greenscreen hope doesnt end wrong tiktok vaccinated doughnut fyp vaccine lgbtq,0.2727272727272727,0.0
405,571,6.92e+18,Andre Santos,3779,3400000,12600,https://www.tiktok.com/@andresantosvet/video/6922111030562704646,0.0,1.0,0.0,0,easy vaccine fy foryoupage puppy bulldog,0.16666666666666666,0.0
406,572,6.91e+18,Dr. Allison Rodgers,10800,3700000,58300,https://www.tiktok.com/@dr.allison.rodgers/video/6908427223020080389,0.095,0.541,0.365,0,covid vaccine works covid vaccine coronavirus learnontiktok tiktokpartner vc notoriouspharmacist,0.375,0.0
407,573,7e+18,summerluk,6894,3500000,10500,https://www.tiktok.com/@summerluk/video/6998022062145146113,0.0,1.0,0.0,1,literally breathe foryoupage viral comedy vaccine fyp,0.2857142857142857,0.0
408,574,6.91e+18,Steveioe,8686,3800000,69400,https://www.tiktok.com/@steveioe/video/6911404421331111174,0.0,1.0,0.0,0,thoughts er vaccine game plan covid asian scrub emt nurse doctor paramedic scrub map lose win infection,0.5,0.0
409,575,6.96e+18,Mitchell Crawford,2231,2400000,4266,https://www.tiktok.com/@mitchell/video/6964140277749599494,0.0,1.0,0.0,0,people fully vaccinated covid vaccine moderna,0.6666666666666666,0.0
410,576,6.9e+18,Jacob Berger,4895,8000000,58500,https://www.tiktok.com/@jacobbergeractor/video/6903284353040731397,0.219,0.781,0.0,0,im test subject covid vaccine covid vaccine,0.4,0.0
411,577,6.93e+18,Tina Jamerson Hopkin,6997,2900000,6431,https://www.tiktok.com/@tinajamersonhopkins/video/6934716881941171462,0.0,1.0,0.0,0,opinions greenscreen covid covid vaccine sideeffectsmayinclude coronavirus corona gross yuck moms,0.3,0.0
412,578,6.95e+18,TheShow6000,4032,2400000,32800,https://www.tiktok.com/@christiantheshowm/video/6951034820017409286,0.388,0.612,0.0,1,didnt planned know couldnt help attackontitan vaccine covid joke lol collasaltitan theboy,0.16666666666666666,0.0
413,579,6.97e+18,WhatsBuzzing,9081,12300000,29300,https://www.tiktok.com/@whatsbuzzingyt/video/6967419904668585222,0.0,1.0,0.0,0,share needs know join vaccine covid pandemic lifehacks hack hacks information vaccines fy,0.38461538461538464,0.0
414,580,7.01e+18,DABLO Anh Dũng,4378,5400000,9625,https://www.tiktok.com/@dablo_anhdung/video/7008395787285679387,0.451,0.419,0.13,0,con v ch c justforfun f p vaccine,0.125,0.0
415,581,6.94e+18,TheyCallMeATRU,6259,1900000,1112,https://www.tiktok.com/@theycallmeatru/video/6941134804301663493,0.221,0.779,0.0,0,love thy neighbor right trumpies trumpsupporters biden bidenharris ridenwithbiden vaccine wearamask neighbors newneighbors democrat,0.21428571428571427,0.0
416,582,6.9e+18,Phil,4054,3100000,10500,https://www.tiktok.com/@philc84/video/6903974157923519745,0.0,1.0,0.0,0,mental note vaccine covid come pub,0.16666666666666666,0.0
417,583,6.95e+18,Eret,8974,1600000,1984,https://www.tiktok.com/@the_eret/video/6951499779721481477,0.0,1.0,0.0,0,got dose pfizer vaccine covid covidvaccine eret theeret dreamsmp vaccine,0.1111111111111111,0.0
418,584,6.94e+18,Rod,2695,2900000,51000,https://www.tiktok.com/@rod/video/6944446164544556293,0.677,0.323,0.0,0,party bloodstream foryou thoughts vaccine,0.4,0.0
419,585,6.99e+18,Suffering_Boy,5360,1900000,6698,https://www.tiktok.com/@y0ur.dad.is.h0t/video/6991941107781209350,0.0,1.0,0.0,0,seriously im terrified fyp vaccinated vaccine school highschool senior senioryear deltavariant,0.45454545454545453,0.0
420,586,6.95e+18,Helen Lopez,0,3600000,57200,https://www.tiktok.com/@yasilient_lopez/video/6949581366275230982,0.0,1.0,0.0,0,vaccine vaccinationday fyp,0.3333333333333333,0.0
421,587,6.91e+18,Billy Keeble,25200,6600000,81400,https://www.tiktok.com/@billykeeble/video/6907605554449927430,0.307,0.693,0.0,1,know happen vaccine strike posay fyp zombies magical,0.125,0.0
422,588,6.98e+18,Max Foster - news journalist,7369,4900000,18200,https://www.tiktok.com/@maxfostercnn/video/6978932175500578053,0.0,1.0,0.0,0,scientist sarah gilbert credited codeveloping oxford astra zeneca covid vaccine wimbledon tennis,0.25,0.0
423,589,6.95e+18,CHeck,4277,3300000,60300,https://www.tiktok.com/@hotdaddyissues/video/6945987225280711941,0.432,0.568,0.0,0,failed chemistry high school lmao fyp foryou funny vaccine vaxxed vaccinequeen,0.45454545454545453,0.0
424,590,6.9e+18,Heather Gardner,9979,1200000,13800,https://www.tiktok.com/@heathergtv/video/6904026092676320517,0.0,1.0,0.0,0,pandemic ending sooner thanks trump covid politics news vaccine america,0.4,0.0
425,591,6.98e+18,Grace,2589,2200000,7514,https://www.tiktok.com/@gkbarry/video/6976676289398836486,0.0,1.0,0.0,0,fyp vaccine coronavir im ready hot girl summed,0.5,0.0
426,592,6.98e+18,Casino,9737,3700000,10300,https://www.tiktok.com/@casino_plays/video/6978194468969139461,0.0,1.0,0.0,0,fly high bro rsrainbowsixextractionrainbowrqinbowsixsiege vaccinecovid complete look colored hair ford maverick gaminggamer fypforyou,0.07692307692307693,0.0
427,593,6.97e+18,Flavius Domenico,7214,4000000,27900,https://www.tiktok.com/@flaviusdomenico19/video/6965584965287365894,0.0,1.0,0.0,1,foryoupage fy viralata foryou fyp covid vaccine zombie apocalypse funny videogames friends foryouu,0.15384615384615385,0.0
428,594,6.91e+18,MumBre,3326,2100000,1481,https://www.tiktok.com/@mumbre/video/6908107476688751878,0.0,1.0,0.0,0,mommimg vaccine,0.5,0.0
429,595,6.95e+18,Joshua Chelmo,4310,5100000,54700,https://www.tiktok.com/@jchel8181/video/6952281759476092166,0.124,0.593,0.282,0,covid vaccine gay lgbtq moderna pfizer humor biden covid,0.375,0.0
430,596,6.95e+18,Sam Van Fossen,1709,1800000,9263,https://www.tiktok.com/@samvanfossen/video/6950271628269882629,0.0,0.812,0.188,0,dead covid vaccine karen dontbestupid w cut loose challenge stars,0.3,0.0
431,597,7.02e+18,johnnyfl,5315,4200000,29600,https://www.tiktok.com/@johnnyflmco/video/7020992439234186501,0.0,0.647,0.353,0,catholic snl skit hilarious funny vaccine covid idiots,0.125,0.0
432,598,6.94e+18,Yahoo News,22900,5900000,25700,https://www.tiktok.com/@yahoonews/video/6938583187689901317,0.0,1.0,0.0,0,president biden announced plan adults eligible covid vaccine news politics covid vaccine biden yahoonews,0.45454545454545453,0.0
433,599,7.02e+18,Victor,1203,1900000,9045,https://www.tiktok.com/@bigvick09/video/7017825620071599365,0.115,0.885,0.0,0,party badbunny latino vaccine,0.5,0.0
434,600,6.98e+18,VN Ngày nay,13600,10300000,77400,https://www.tiktok.com/@vnnn.showbiz/video/6977958639399111937,0.0,1.0,0.0,0,ng ch ng b l tiktoknews vnnshowbiz onhaxemtin onhavanvui onhagiaitri khoanhkhacshowbiz vaccine,0.09090909090909091,0.0
435,601,6.96e+18,Emma,1457,2100000,2069,https://www.tiktok.com/@comicsans55/video/6963710467911060742,0.0,0.72,0.28,0,romeo juliet like moderna pfizer hotgirlsummer fyp foryou vaccine spotlight p,0.18181818181818182,0.0
436,602,7.01e+18,Killer vaccines,4574,3000000,20100,https://www.tiktok.com/@killervacines/video/7012754801733717254,0.0,1.0,0.0,0,nwo nwo vaccine future normal new covid racist lgbt fake,0.3333333333333333,0.0
437,603,6.95e+18,Randy Eisenberg,1186,2300000,5910,https://www.tiktok.com/@wayoldgay/video/6953978062140738822,0.0,1.0,0.0,0,vaccine free staples krispykreme donut outbacksteakhouse bloominonion fyp foryou gay lgbtq dayinthelife dayinmylife lol funny,0.13333333333333333,0.0
438,604,7.01e+18,Tyler Fischer,8192,2600000,122100,https://www.tiktok.com/@tythefisch/video/7007200731287637253,0.0,1.0,0.0,0,future covid quarantine comedy booster fauci hilarious corona liveral cnn msnbc fox impressions lockdown maskoff vaccine vaccinated,0.47058823529411764,0.0
439,605,6.95e+18,cdiaz11,5698,2300000,15000,https://www.tiktok.com/@cdiaz11/video/6946639390881910021,0.0,1.0,0.0,0,hes excited vaccine husbandcheck dadtiktok,0.2,0.0
440,606,7.03e+18,politicalpredictions,4734,3600000,10300,https://www.tiktok.com/@politicalpredictions/video/7028215004071611653,0.0,1.0,0.0,0,reply dnamas obvious result biden trump vaccine getvaccinated,0.375,0.0
441,607,6.91e+18,Humphrey Yang,4749,4600000,6193,https://www.tiktok.com/@humphreytalks/video/6909215688318127365,0.0,0.442,0.558,0,whats difference pfizer moderna vaccines explained learnontiktok tiktokpartner vaccine,0.3333333333333333,0.0
442,608,6.97e+18,🇸🇬 Ask Ken Tay 🇸🇬,5341,4500000,80000,https://www.tiktok.com/@askkentay/video/6974659961687117058,0.0,0.57,0.43,0,sinovac vacinne work tiktoksg viral covid covid sinovac vaccine,0.2857142857142857,0.0
443,609,6.98e+18,Ashley Hawn,13700,2900000,2142,https://www.tiktok.com/@ashleyhawn/video/6975116123536624901,0.0,1.0,0.0,0,reply ashleyhawn greenscreen antigovernment tinfoilhat hollywood fyp adrenokrome evilaura evil satanic vaccine creepy conspiracy,0.14285714285714285,0.0
444,610,7e+18,Cameron Kozak,1746,3300000,39200,https://www.tiktok.com/@kodak_cameron/video/7002000000263671045,0.0,0.839,0.161,1,greenscreen funny foryoupage viral theoffice smartfood club vaccine,0.375,0.0
445,611,7.01e+18,HòaBùi  Dân62L,11600,5000000,14100,https://www.tiktok.com/@hoabui290721/video/7005074146384203009,0.0,0.714,0.286,0,c saidnay ti vaccine tao eo tr ng b nhi u yt cho xin v tao c cho xin v th con h li n xuhuong vaccine covid,0.045454545454545456,0.0
446,612,7.02e+18,الله أكبر,4810,2700000,12900,https://www.tiktok.com/@certified.cxris/video/7019428072726236421,0.0,0.827,0.173,0,nahhimaginedragonsfyp viralmemevaccinexyzbca,0.0,0.0
447,613,6.91e+18,Jacob Viramontes,1577,1500000,8457,https://www.tiktok.com/@jacob_monty/video/6914514856490110213,0.092,0.773,0.135,0,thanks dolly dollyparton vaccine fyp gay ibelieve club disney lgbt lgbtq foryou dollypartonvaccine seattle,0.14285714285714285,0.0
448,614,6.9e+18,Nicki Wildflower,5029,2600000,47300,https://www.tiktok.com/@nickiwildflower/video/6902134827546316038,0.0,0.741,0.259,0,arm covid vaccine wlw lgbtqia,0.2,0.0
449,615,7e+18,Jacque,953,3300000,16900,https://www.tiktok.com/@shake_n_jake0/video/7003051709882813701,0.0,0.595,0.405,0,didnt reason ulta beautyat target military army airforce marines navy miltokcommunity miltok vaccine,0.3076923076923077,0.0
450,616,6.93e+18,Michelle Joy,1442,2600000,2927,https://www.tiktok.com/@themichellejoy/video/6934836868173303045,0.264,0.736,0.0,0,dad vaccinecoronavirus vaccinated vaccine covid vaccinesideeffects vaccineforcovid,0.2857142857142857,0.0
